ad_id,ad_name,effective_status,campaign_id,creative_id,media_type,object_type,local_path,frames_dir,sha256,video_id,has_video_file,has_thumbnail
120237802404640476,WL412_AlimentacaoNoProcesso_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_In-house_Informative_NA_Informative_BeforeAfter_Efficacy_ImprovedHealth_UGC-Influencer,PAUSED,120237701076640476,1425600129010037,video,VIDEO,creatives_output/images/120237802404640476_WL412_AlimentacaoNoProcesso_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_In-house_Informative_NA_Informative_BeforeAfter_Efficacy_Imp_thumb.jpg,creatives_output/frames/120237802404640476,a65a6a8603c4e12aef469906f3f6d336f3ca84541896fb7be2ebc0e4747f7e11,1238699508158034,False,True
120237802404630476,WL413_AlimentacaoNoProcesso_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_In-house_Informative_NA_Informative_BeforeAfter_Efficacy_ImprovedHealth_UGC-Influencer,PAUSED,120237701076640476,862510406597061,video,VIDEO,creatives_output/images/120237802404630476_WL413_AlimentacaoNoProcesso_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_In-house_Informative_NA_Informative_BeforeAfter_Efficacy_Imp_thumb.jpg,creatives_output/frames/120237802404630476,37b0faf5ff0cb09a06bd53a4f0b62cf8b847ed3dade160bf11a7900e77344bbc,2687920838255456,False,True
120237803979550476,WL417_MedoAcompanhamentoVoy_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Care_ImprovedHealth_UGC-Influencer,CAMPAIGN_PAUSED,120237701076640476,1316079763872683,video,VIDEO,creatives_output/images/120237803979550476_WL417_MedoAcompanhamentoVoy_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Care_ImprovedHeal_thumb.jpg,creatives_output/frames/120237803979550476,4d8329f39d2a7d3851e60a2ea8347eb98f23f9132939b997f9ab869ecdda7327,1228373151957526,False,True
120237802391000476,WL416_MedoDaComida_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_UGC-Influencer,CAMPAIGN_PAUSED,120237701076640476,2231825627651156,video,VIDEO,creatives_output/images/120237802391000476_WL416_MedoDaComida_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_UG_thumb.jpg,creatives_output/frames/120237802391000476,bfa67035322d713c24d7428f8f3a670d48024daafa569ff1b3f93c5dd7381cdd,1846746745975488,False,True
120238187917440476,WL416_MedoDaComida_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_UGC-Influencer,ACTIVE,120237266447660476,871207309082238,video,VIDEO,creatives_output/images/120238187917440476_WL416_MedoDaComida_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_UG_thumb.jpg,creatives_output/frames/120238187917440476,bfa67035322d713c24d7428f8f3a670d48024daafa569ff1b3f93c5dd7381cdd,875884281708900,False,True
120238187917420476,WL417_MedoAcompanhamentoVoy_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Care_ImprovedHealth_UGC-Influencer,ACTIVE,120237266447660476,852981727700481,video,VIDEO,creatives_output/images/120238187917420476_WL417_MedoAcompanhamentoVoy_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_Duda_In-house_Informative_NA_Informative_Testimonial_Care_ImprovedHeal_thumb.jpg,creatives_output/frames/120238187917420476,4d8329f39d2a7d3851e60a2ea8347eb98f23f9132939b997f9ab869ecdda7327,1205006241808944,False,True
120238194607940476,WL434_Tratamento6Meses_VAR1_January_BR_VID_FB_PartnershipAd_ContentCreator_BiaRelva_CreatorMade_Process_NA_Informative_Medication_Affordability_ImprovedQualityOfLife_UGC-Influencer,ACTIVE,120237266447660476,743957118515134,video,VIDEO,creatives_output/images/120238194607940476_WL434_Tratamento6Meses_VAR1_January_BR_VID_FB_PartnershipAd_ContentCreator_BiaRelva_CreatorMade_Process_NA_Informative_Medication_Affordability_Improv_thumb.jpg,creatives_output/frames/120238194607940476,0ed23d1733aba84b695aecb9fe3521b0e67fa81b700bece7cb1785c13bdfcbfd,26086603680951558,False,True
120238194073470476,WL433_DiferençaEntreAsMalus_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedConfidence_UGC-Influencer,ACTIVE,120237266447660476,922537206845988,video,VIDEO,creatives_output/images/120238194073470476_WL433_DiferençaEntreAsMalus_VAR4_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedCo_thumb.jpg,creatives_output/frames/120238194073470476,5a5ed0b2ff6ab67a9cad70d2897fc79d69a6e440f2985c48688969a5e32afdb4,1875126929876209,False,True
120238194029900476,WL431_DiferençaEntreAsMalus_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedConfidence_UGC-Influencer,ACTIVE,120237266447660476,1480462807417529,video,VIDEO,creatives_output/images/120238194029900476_WL431_DiferençaEntreAsMalus_VAR2_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedCo_thumb.jpg,creatives_output/frames/120238194029900476,d7102072a3393e128f48ed1d67677aa816a60fe2764d175e8b44a54685f27c22,1418041749780338,False,True
120238193945920476,WL430_DiferençaEntreAsMalus_VAR1_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedConfidence_UGC-Influencer,ACTIVE,120237266447660476,1222506562734945,video,VIDEO,creatives_output/images/120238193945920476_WL430_DiferençaEntreAsMalus_VAR1_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedCo_thumb.jpg,creatives_output/frames/120238193945920476,d7102072a3393e128f48ed1d67677aa816a60fe2764d175e8b44a54685f27c22,1218513537123701,False,True
120238194045630476,WL432_DiferençaEntreAsMalus_VAR3_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedConfidence_UGC-Influencer,ACTIVE,120237266447660476,1936867274377025,video,VIDEO,creatives_output/images/120238194045630476_WL432_DiferençaEntreAsMalus_VAR3_January_BR_VID_FB_PartnershipAd_ContentCreator_MaluNeves_CreatorMade_Results_NA_Emotional_BeforeAfter_Care_ImprovedCo_thumb.jpg,creatives_output/frames/120238194045630476,d7102072a3393e128f48ed1d67677aa816a60fe2764d175e8b44a54685f27c22,891864460097083,False,True
120237608163310476,WL379_13kgComVoy_VAR3_January_BR_VID_FB_PartnershipAd_ContentCreator_Zanda_In-house_Process_NA_Informative_BeforeAfter_Efficacy_ImprovedQualityOfLife_UGC-Influencer,PAUSED,120237266447660476,2069770293844701,video,VIDEO,creatives_output/images/120237608163310476_WL379_13kgComVoy_VAR3_January_BR_VID_FB_PartnershipAd_ContentCreator_Zanda_In-house_Process_NA_Informative_BeforeAfter_Efficacy_ImprovedQualityOfLife__thumb.jpg,creatives_output/frames/120237608163310476,78fc34af2358da7464d207d355789eb386be8b15c3177ed6b104c35e154818f7,2147336892466441,False,True
120237921090300476,WL418_15kgEm6_VAR1_January_BR_VID_FB_Normal_Customer_Leticia_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_HighProdStudio-Testimonial,PAUSED,120237266447660476,2376699226165331,video,VIDEO,creatives_output/images/120237921090300476_WL418_15kgEm6_VAR1_January_BR_VID_FB_Normal_Customer_Leticia_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_HighProdStudio-Te_thumb.jpg,creatives_output/frames/120237921090300476,4f571b6ff952a3961b07cde2fa12c44c4e76995c6d8cfd43695b70a449089545,2331002587399898,False,True
120237921236050476,WL421_EuJáTentei_VAR1_January_BR_VID_FB_Normal_Customer_Lene_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_HighProdStudio-Testimonial,ACTIVE,120237266447660476,2669978580002930,video,VIDEO,creatives_output/images/120237921236050476_WL421_EuJáTentei_VAR1_January_BR_VID_FB_Normal_Customer_Lene_In-house_Informative_NA_Informative_Testimonial_Efficacy_ImprovedHealth_HighProdStudio-Te_thumb.jpg,creatives_output/frames/120237921236050476,6ff6daf908fc9cb035dd386966bfb279fc2678d94d4319a533394ba74b45bc79,899936932428570,False,True
